organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,beliggenhetsadresse.adresse,beliggenhetsadresse.poststed,beliggenhetsadresse.postnummer,beliggenhetsadresse.kommune,beliggenhetsadresse.kommunenummer,beliggenhetsadresse.land,beliggenhetsadresse.landkode,registreringsdatoIEnhetsregisteret,frivilligMvaRegistrertBeskrivelser,registrertIMvaregisteret,oppstartsdato,datoEierskifte,overordnetEnhet,nedleggelsesdato
"812731432","EQUINOR ENERGY AS PL327 B","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2013-03-31","","990888213",""
"812731572","EQUINOR ENERGY AS PL248 C","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2013-04-09","","990888213",""
"812731602","EQUINOR ENERGY AS PL312","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2003-12-12","","990888213",""
"812731742","EQUINOR ENERGY AS PL090","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","1984-01-01","","990888213",""
"812731882","EQUINOR ENERGY AS PL037E","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2004-12-10","","990888213",""
"812731912","EQUINOR ENERGY AS PL318","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2004-06-18","","990888213",""
"812732072","EQUINOR ENERGY AS PL263","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2000-01-01","","990888213",""
"812732242","EQUINOR ENERGY AS SYGNA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2001-05-01","","990888213",""
"812732382","EQUINOR ENERGY AS PL052","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","1996-05-01","","990888213",""
"812732412","EQUINOR ENERGY AS PL169C","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2009-03-27","","990888213",""
"812732692","EQUINOR ENERGY AS PL037B","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2005-10-01","","990888213",""
"812732722","EQUINOR ENERGY AS PL048B","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2006-01-06","","990888213",""
"812732862","EQUINOR ENERGY AS OSEBERG AREA UNIT","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2005-10-01","","990888213",""
"812733052","EQUINOR ENERGY AS SLEIPNER VEST UNIT","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2005-10-01","","990888213",""
"812733192","EQUINOR ENERGY AS PL048E","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2010-12-09","","990888213",""
"812733222","EQUINOR ENERGY AS PL037C","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2005-10-01","","990888213",""
"812733532","EQUINOR ENERGY AS PL134C","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2005-10-01","","990888213",""
"812733672","EQUINOR ENERGY AS MELKØYA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2002-03-07","","990888213",""
"812733702","EQUINOR ENERGY AS PL614","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2011-05-13","","990888213",""
"812733842","EQUINOR ENERGY AS 091 D","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2013-02-08","","990888213",""
"812733982","EQUINOR ENERGY AS PL630","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2013-11-21","","false","2012-02-03","","990888213",""
"812734342","SHELL EXPRESS LIERBY","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.300","Detaljhandel med drivstoff til motorvogner","","","","","","","false","","","","","","","","","","Heggtoppen 1","LIER","3403","LIER","3312","Norge","NO","2013-11-21","","false","2005-02-22","2017-02-16","913285670",""
"812786172","ISS FACILITY SERVICES AS AVD 421037 HUNTONIT","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","56.290","Kantiner drevet som selvstendig virksomhet","","","","","","","true","","","","","","","","","","Venneslavegen 233","VENNESLA","4708","VENNESLA","4223","Norge","NO","2013-11-23","","false","2013-12-01","","914791723",""
"812885162","SORTLAND VIDEREGÅENDE SKOLE AVD ØKSNES","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","85.310","Videregående opplæring innen allmennfaglige studieretninger","85.320","Videregående opplæring innen tekniske og andre yrkesfaglige studieretninger","","","","","true","17","","Postboks 1485","BODØ","8048","BODØ","1804","Norge","NO","Støveien 18","MYRE","8430","ØKSNES","1868","Norge","NO","2013-12-14","","false","2011-01-01","","974793725",""
"812981862","GRØSFJELD SLAKTERFORRETNING ANS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","c/o Ingvald Grøsfjeld/nStølen 17","SIREVÅG","4364","HÅ","1119","Norge","NO","Husabøveien 2","EGERSUND","4371","EIGERSUND","1101","Norge","NO","2013-12-20","","false","2012-01-01","","952791109",""
"813007932","YTTERELVA INDUSTRIEIENDOM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","c/o Leksvik Bilverksted AS/nLiafossveien 15","LEKSVIK","7120","INDRE FOSEN","5054","Norge","NO","Liafossveien 15","LEKSVIK","7120","INDRE FOSEN","5054","Norge","NO","2013-12-31","","false","2013-11-08","","913006216",""
"813095092","NILLE INDERØY","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.190","Butikkhandel med bredt vareutvalg ellers","","","","","","","true","","","Postboks 530  Bedriftssenteret","KOLBOTN","1411","NORDRE FOLLO","3207","Norge","NO","Nessjordet 1","INDERØY","7670","INDERØY","5053","Norge","NO","2014-01-20","","false","2014-03-01","2020-01-01","918468919",""
"813103222","APOTEK 1 TJØME","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.730","Butikkhandel med apotekvarer","","","","","","","true","7","","","","","","","","","Østveien 667","TJØME","3145","FÆRDER","3911","Norge","NO","2014-01-21","","false","2014-04-10","","983044778",""
"813120402","SAYSO HAIR & STYLE AVD EIDSVOLL","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","96.020","Frisering og annen skjønnhetspleie","","","","","","","true","9","","","","","","","","","Gladbakkvegen 1","RÅHOLT","2070","EIDSVOLL","3240","Norge","NO","2014-01-23","","false","2014-01-22","2021-12-01","974350262",""
"813193302","ISS FACILITY SERVICES AS AVD 422024 DNV VERITAS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","56.290","Kantiner drevet som selvstendig virksomhet","","","","","","","true","","","","","","","","","","Johan Berentsens vei 109","LAKSEVÅG","5163","BERGEN","4601","Norge","NO","2014-02-08","","false","2014-03-01","","914791723",""
"813193442","ISS FACILITY SERVICES AS AVD 416516","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","56.290","Kantiner drevet som selvstendig virksomhet","","","","","","","true","","","","","","","","","","Grønland 55","DRAMMEN","3045","DRAMMEN","3301","Norge","NO","2014-02-08","","false","2014-03-01","","914791723",""
"813262452","KITCH'N FØRDE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.593","Butikkhandel med kjøkkenutstyr, glass og steintøy","","","","","","","true","8","www.kitchn.no","Haakon 7's gate 8","SANDNES","4306","SANDNES","1108","Norge","NO","Handelshuset Førde/nStorehagen 9","FØRDE","6800","SUNNFJORD","4647","Norge","NO","2014-02-19","","false","2014-04-30","2021-06-01","976711556",""
"813367092","KITCH'N FYLLINGSDALEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.593","Butikkhandel med kjøkkenutstyr, glass og steintøy","","","","","","","true","9","","Haakon 7's gate 8","SANDNES","4306","SANDNES","1108","Norge","NO","Folke Bernadottes vei 52","FYLLINGSDALEN","5147","BERGEN","4601","Norge","NO","2014-03-15","","false","2014-05-08","","976711556",""
"813388642","COOP OBS LYNGDAL AVD BYGG","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.521","Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer","","","","","","","false","","","Postboks 1614 Lundsiden","KRISTIANSAND S","4688","KRISTIANSAND","4204","Norge","NO","Hagehølveien 8","LYNGDAL","4580","LYNGDAL","4225","Norge","NO","2014-03-19","","false","2013-07-01","","966833300",""
"813389002","COOP OBS LYNGDAL AVD ELEKTRISK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.540","Butikkhandel med elektriske husholdningsapparater","","","","","","","false","","","","","","","","","","Hagehølveien 8","LYNGDAL","4580","LYNGDAL","4225","Norge","NO","2014-03-19","","false","2013-07-01","","966833300",""
"813457792","SHELL EXPRESS MANDAL","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.300","Detaljhandel med drivstoff til motorvogner","","","","","","","false","","","","","","","","","","Søren Jaabæks vei 9A","MANDAL","4515","LINDESNES","4205","Norge","NO","2014-04-02","","false","2013-01-01","2016-08-01","913285670",""
"813560712","OSLO UNIVERSITETSSYKEHUS HF KVB - SEKSJON FOR NEVROHABILITERING PITH ULLEVÅL","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.107","Rehabilitering- og opptreningsinstitusjoner","","","","","","","true","8","","Postboks 4956 Nydalen","OSLO","0424","OSLO","0301","Norge","NO","Borger Withs gate 37","OSLO","0482","OSLO","0301","Norge","NO","2014-04-30","","false","2014-04-01","","993467049",""
"813565722","ISS FACILITY SERVICES AS AVD ISS KANTINE NORDEA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","56.290","Kantiner drevet som selvstendig virksomhet","","","","","","","true","","","","","","","","","","Munkegata 21","TRONDHEIM","7011","TRONDHEIM","5001","Norge","NO","2014-05-03","","false","2014-03-01","","914791723",""
"813574802","KITCH'N TORGGATA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.593","Butikkhandel med kjøkkenutstyr, glass og steintøy","","","","","","","true","10","","Haakon 7's gate 8","SANDNES","4306","SANDNES","1108","Norge","NO","Torggata 5","OSLO","0181","OSLO","0301","Norge","NO","2014-05-06","","false","2014-05-01","","976711556",""
"813620812","FISKERSTRANDS KRAV","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","78.100","Rekruttering og formidling av arbeidskraft","","","","","","","false","","","","","","","","","","Dalvegen 39","FISKARSTRAND","6035","SULA","1531","Norge","NO","2014-05-14","","false","2012-01-01","","996592162",""
"813636212","VITUSAPOTEK BARCODE  BJØRVIKA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.730","Butikkhandel med apotekvarer","","","","","","","true","","","Dronning Eufemias gate 16","OSLO","0191","OSLO","0301","Norge","NO","Trelastgata 9","OSLO","0191","OSLO","0301","Norge","NO","2014-05-15","","false","2014-08-14","","965336796",""
"813655322","RAULAND OMSORGSSENTER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","87.302","Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell hele døgnet","","","","","","","false","","","c/o Vinje kommune/nVinjevegen 192","VINJE","3890","VINJE","4036","Norge","NO","Setali 6A","RAULAND","3864","VINJE","4036","Norge","NO","2014-05-19","","false","2013-01-01","","964964610",""
"813862832","ST1 NORGE DEPOT LILLESUND","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","46.710","Engroshandel med drivstoff og brensel","","","","","","","true","5","","","","","","","","","Storasundvegen 535","TORVASTAD","4260","KARMØY","1149","Norge","NO","2014-07-07","","false","2014-09-01","","913285670",""
"813990822","KAFFEBRENNERIET AS AVD STRØMMEN STORSENTER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","56.101","Drift av restauranter og kafeer","","","","","","","true","7","","Grønlandsleiret 32","OSLO","0190","OSLO","0301","Norge","NO","Stasjonsveien 1","STRØMMEN","2010","LILLESTRØM","3205","Norge","NO","2014-08-11","","false","2014-06-04","","971212667",""
"814024202","TERJE LUNDE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.200","Oppføring av bygninger","","","","","","","false","","","","","","","","","","Granholtet 6A","LARVIK","3260","LARVIK","3909","Norge","NO","2014-08-25","","false","2014-03-01","","986678441",""
"814039552","APOTEK 1 FORNEBU","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.730","Butikkhandel med apotekvarer","","","","","","","true","13","","","","","","","","","Snarøyveien 55-57","FORNEBU","1364","BÆRUM","3201","Norge","NO","2014-08-20","","false","2014-10-14","","983044778",""
"814089592","NORCONSULT NORGE AS AVD MOSJØEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","71.129","Annen teknisk konsulentvirksomhet","","","","","","","true","17","","","","","","","","","C.M. Havigs gate 21","MOSJØEN","8656","VEFSN","1824","Norge","NO","2014-09-01","","false","2013-01-01","","962392687",""
"814091392","NORCONSULT NORGE AS AVD ULSTEINVIK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","71.121","Byggeteknisk konsulentvirksomhet","","","","","","","true","","","","","","","","","","Vikemyra 1","ULSTEINVIK","6065","ULSTEIN","1516","Norge","NO","2014-09-01","","false","2013-01-01","","962392687",""
"814334562","LEICA GEOSYSTEMS AS AVD TRONDHEIM","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","46.694","Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers","","","","","","","true","8","","","","","","","","","Ingvald Ystgaards veg 1","TRONDHEIM","7047","TRONDHEIM","5001","Norge","NO","2014-10-21","","false","2015-01-01","","942216076",""
"814514692","APOTEK 1 AVALDSNES","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.730","Butikkhandel med apotekvarer","","","","","","","true","10","www.apotek1.no","Postboks 243","LØRENSKOG","1471","LØRENSKOG","3222","Norge","NO","Kong Augvalds veg 6","AVALDSNES","4262","KARMØY","1149","Norge","NO","2014-11-24","","false","2014-11-17","2019-03-01","983044778",""
"814536882","EDVARDSEN HOLDING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","true","","","","","","","","","","Brekkerødlia 55","HALDEN","1782","HALDEN","3101","Norge","NO","2014-11-29","","false","2014-11-01","","996324311",""
"814539202","ACTIC NORGE AS AVD SLEMMESTAD SENTER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","93.130","Treningssentre","","","","","","","true","29","","","","","","","","","Eternitveien 2","SLEMMESTAD","3470","ASKER","3203","Norge","NO","2014-11-29","","false","2013-01-01","2019-01-03","879438462",""
"814560422","NORGES JEGER- OG FISKERFORBUND AVD HEDMARK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","true","5","","","","","","","","","Solørvegen 151","ELVERUM","2407","ELVERUM","3420","Norge","NO","2014-12-03","","false","2014-01-01","","956792150",""
"814745112","ISS FACILITY SERVICES AS AVD 416017 SKAGERAK ENERGI PORSGRUN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","56.290","Kantiner drevet som selvstendig virksomhet","","","","","","","true","","","","","","","","","","Floodeløkka 1","PORSGRUNN","3915","PORSGRUNN","4001","Norge","NO","2015-01-05","","false","2015-01-01","","914791723",""
"814797872","EQUINOR ENERGY AS JOHAN SVERDRUP","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2015-01-14","","false","2015-01-01","","990888213",""
"815156552","EQUINOR ENERGY AS PL072 E","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","06.100","Utvinning av råolje","","","","","","","false","","","Postboks 8500 Forus","STAVANGER","4035","STAVANGER","1103","Norge","NO","","","","","","","","2015-03-24","","false","2015-02-06","","990888213",""
"815193202","ISS FACILITY SERVICES AS AVD TRANSCOM FREDRIKSTAD","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","56.290","Kantiner drevet som selvstendig virksomhet","","","","","","","true","","","","","","","","","","Dikeveien 52","ROLVSØY","1661","FREDRIKSTAD","3107","Norge","NO","2015-04-07","","false","2015-05-01","","914791723",""
