organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,beliggenhetsadresse.adresse,beliggenhetsadresse.poststed,beliggenhetsadresse.postnummer,beliggenhetsadresse.kommune,beliggenhetsadresse.kommunenummer,beliggenhetsadresse.land,beliggenhetsadresse.landkode,registreringsdatoIEnhetsregisteret,frivilligMvaRegistrertBeskrivelser,registrertIMvaregisteret,oppstartsdato,datoEierskifte,overordnetEnhet,nedleggelsesdato
"975042499","NSF TRØNDELAG AVD STEINKJER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","94.200","Arbeidstakerorganisasjoner","","","","","","","true","","","","","","","","","","Kongens gate 28","STEINKJER","7713","STEINKJER","5006","Norge","NO","1999-02-05","","false","1992-01-01","","960893506",""
"975042510","NSF OSLO","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","94.200","Arbeidstakerorganisasjoner","","","","","","","true","12","","","","","","","","","Tollbugata 22","OSLO","0152","OSLO","0301","Norge","NO","1999-02-05","","false","1992-01-01","","960893506",""
"975042529","NSF ROGALAND","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","94.200","Arbeidstakerorganisasjoner","","","","","","","true","5","","Postboks 494","STAVANGER","4003","STAVANGER","1103","Norge","NO","Møllegata 37","STAVANGER","4008","STAVANGER","1103","Norge","NO","1999-02-05","","false","1992-01-01","","960893506",""
"975042537","NSF VESTLAND AVD FØRDE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","94.200","Arbeidstakerorganisasjoner","","","","","","","true","","","","","","","","","","Hafstadvegen 23-25","FØRDE","6800","SUNNFJORD","4647","Norge","NO","1999-02-05","","false","1992-01-01","","960893506",""
"975042545","NSF TRØNDELAG","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","94.200","Arbeidstakerorganisasjoner","","","","","","","true","10","","","","","","","","","Beddingen 8","TRONDHEIM","7042","TRONDHEIM","5001","Norge","NO","1999-02-05","","false","1992-01-01","","960893506",""
"975042553","NSF VESTFOLD OG TELEMARK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","94.200","Arbeidstakerorganisasjoner","","","","","","","true","7","","","","","","","","","Lundegata 4C","SKIEN","3724","SKIEN","4003","Norge","NO","1999-02-05","","false","1992-01-01","","960893506",""
"975042561","ANDREAS SOGN DESIGN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","74.102","Grafisk og visuell kommunikasjonsdesign","","","","","","","false","","www.andreassogn.com","","","","","","","","Lilloseterveien 22A","OSLO","0957","OSLO","0301","Norge","NO","2014-02-24","","false","2014-03-01","","960893506",""
"975048756","NSF VIKEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","94.200","Arbeidstakerorganisasjoner","","","","","","","true","11","","","","","","","","","Tollbugata 22","OSLO","0152","OSLO","0301","Norge","NO","1999-02-05","","false","1992-01-01","","960893506",""
"920985424","SAMEIET URDANAUSTET","AAFY","Underenhet til ikke-næringsdrivende","97.000","Lønnet arbeid i private husholdninger","","","","","","","false","","","","","","","","","","c/o Håkon Lie/nElvabakkvegen 11","KOLLTVEIT","5360","ØYGARDEN","4626","Norge","NO","2021-08-11","","false","2021-08-11","","920954278",""
"922151237","SOLICITU KAJALUND AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Munkedamsveien 35","OSLO","0250","OSLO","0301","Norge","NO","2019-02-02","","false","2018-12-05","","921967810",""
"919731591","TØNSVIK LYNGSHEST","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.430","Oppdrett av hester og andre dyr av hestefamilien","","","","","","","false","","","","","","","","","","Tønsvikvegen 891","KROKELVDALEN","9023","TROMSØ","5501","Norge","NO","2017-10-16","","false","2017-01-01","","921967810",""
"915547125","DALEN NÆRINGSPARK HOLDING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","c/o Herfo Eiendom AS/nPostboks 53 Sentrum","STAVANGER","4001","STAVANGER","1103","Norge","NO","Børehaugen 1B","STAVANGER","4006","STAVANGER","1103","Norge","NO","2015-06-17","","false","2015-06-01","","915542069",""
"919614765","SANDBÆK TEKST","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.034","Selvstendig kunstnerisk virksomhet innen litteratur","","","","","","","false","","","","","","","","","","Gamle Drammensvei 368","ASKER","1383","ASKER","3203","Norge","NO","2017-09-27","","false","2017-05-01","","911881357",""
"992877804","JOHNSGÅRD AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.011","Utøvende kunstnere og underholdningsvirksomhet innen musikk","","","","","","","false","","www.johnsgard.net","","","","","","","","Fjordvegen 45A","OTTESTAD","2312","STANGE","3413","Norge","NO","2008-07-09","","false","2008-06-30","2010-06-02","995628090",""
"923023348","LØKEN SKOG HOLDING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","16.232","Produksjon av bygningsartikler","","","","","","","false","","","","","","","","","","Bygdevegen 115","HERADSBYGD","2415","ELVERUM","3420","Norge","NO","2014-12-21","","false","2013-01-01","","922821461",""
"914616948","OLYMPIC TAURUS AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","09.109","Andre tjenester tilknyttet utvinning av råolje og naturgass","","","","","77.340","Utleie og leasing av sjøtransportmateriell","false","","www.olympic.no","Postboks 234","FOSNAVÅG","6099","HERØY","1515","Norge","NO","","FOSNAVÅG","6090","HERØY","1515","Norge","NO","2014-12-15","","false","2014-11-26","","914610524",""
"931281151","GO'HEKSENE - HELSE OG VELVÆRE DA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.291","Butikkhandel med helsekost","","","","","","","true","","","","","","","","","","Kaarbyveien 39","SUNDBYFOSS","3092","HOLMESTRAND","3903","Norge","NO","2004-11-10","","false","2004-11-01","","815342712",""
"981289668","TRE TRAPP AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","16.232","Produksjon av bygningsartikler","","","","","","","true","34","www.tretrapp.no","","","","","","","","Åsveien 6","SÆTRE","3475","ASKER","3203","Norge","NO","1995-02-22","","false","1981-11-04","","981255178",""
"932132141","NANSETKRYSSET AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","Postboks 9740 Torget Vest","DRAMMEN","3010","DRAMMEN","3301","Norge","NO","Edvard Stangs gate 33","DRAMMEN","3014","DRAMMEN","3301","Norge","NO","2023-09-26","","false","2023-09-19","","932083868",""
"971861878","KAUTOKEINO SØLVSMIE AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","32.120","Produksjon av gull- og sølvvarer og lignende artikler","","","","","","","true","","","","","","","","","","Boaronjárga 15","KAUTOKEINO","9520","KAUTOKEINO","5612","Norge","NO","1995-02-23","","false","1972-11-01","2023-06-28","932083868",""
"997679288","KJØRBEKKDALEN 13 AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Kjørbekkdalen 13B","SKIEN","3735","SKIEN","4003","Norge","NO","2011-12-03","","false","2011-12-01","","997671457",""
"921148232","GNT AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Solveien 33C","OSLO","1177","OSLO","0301","Norge","NO","2018-07-11","","false","2018-06-23","","921107048",""
"917818649","AL KRAFTMONTAGE AB","AAFY","Underenhet til ikke-næringsdrivende","43.210","Elektrisk installasjonsarbeid","","","","","","","false","","","c/o Köping AB/nBox 297","SE-731 33 KÖPING","","","","Sverige","SE","Barnhemsgatan 56","SE-731 33 KÖPING","","","","Sverige","SE","2016-10-03","","false","","","917650284",""
"825589422","FORZA FUGLA -KLEDD FOR KAMP","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.990","Detaljhandel utenom utsalgssted ellers","","","","","","","true","","","Postboks 215","LILLESTRØM","2001","LILLESTRØM","3205","Norge","NO","C. J. Hansens vei 3 B","KJELLER","2007","LILLESTRØM","3205","Norge","NO","2020-09-05","","false","2020-08-10","","924738189",""
"925049638","AUTOTRANSPORT","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","53.200","Andre post- og budtjenester","","","","","","","false","","","","","","","","","","c/o Ilyas Ibrahim/nFantoftvegen 14K","BERGEN","5075","BERGEN","4601","Norge","NO","2020-05-09","","false","2020-05-11","","924372834",""
"919511311","PODER AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","46.341","Engroshandel med vin og brennevin","","","","","","","false","","www.poder.no","Postboks 42 Røa","OSLO","0701","OSLO","0301","Norge","NO","Fådveien 9","OSLO","0751","OSLO","0301","Norge","NO","2017-09-04","","false","2017-08-01","","924372834",""
"812290762","PARTUM HOLDING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.109","Utvikling og salg av egen fast eiendom ellers","","","","","","","false","","","Postboks 239","HOKKSUND","3301","ØVRE EIKER","3314","Norge","NO","Tangengata 2B","HOKKSUND","3300","ØVRE EIKER","3314","Norge","NO","2013-08-10","","false","2013-07-01","","912283992",""
"926107852","KJÆRSTAD","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.020","Tjenester tilknyttet underholdningsvirksomhet","","","","","","","false","","","","","","","","","","Nycoveien 6","OSLO","0483","OSLO","0301","Norge","NO","2020-12-05","","false","2020-01-01","","925890553",""
"832157392","FLATÅS MASKIN AS KONKURSBO","AAFY","Underenhet til ikke-næringsdrivende","","","","","","","","","false","","","v/Adv. Frode Kvernrød/nPostboks 125","STØREN","7291","MIDTRE GAULDAL","5027","Norge","NO","Granliveien 5","RENNEBU","7391","RENNEBU","5022","Norge","NO","2023-09-29","","false","2023-09-29","","932157381",""
"999089747","HAIK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","74.101","Industridesign, produktdesign og annen teknisk designvirksomhet","","","","","","","false","","www.haikwithus.com","Bjerkealléen 27A","OSLO","0487","OSLO","0301","Norge","NO","Tyssøy","BJØRØYHAMN","5177","ØYGARDEN","4626","Norge","NO","2012-11-03","","false","2012-09-24","","998918782",""
"991321578","IKM SUBSEA AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","09.109","Andre tjenester tilknyttet utvinning av råolje og naturgass","","","","","","","true","146","www.IKM.no","","","","","","","","Nordlysvegen 7","BRYNE","4340","TIME","1121","Norge","NO","2007-06-02","","false","2007-05-31","","891266022",""
"924251751","SAMEIET BERGSLIGATA 9","AAFY","Underenhet til ikke-næringsdrivende","","","","","","","","","false","","","v/OBOS Eiendomsforvaltning AS/nPostboks 6666 St. Olavs plass","OSLO","0129","OSLO","0301","Norge","NO","v/OBOS Eiendomsforvaltning AS/nRanheimsvegen 9","TRONDHEIM","7044","TRONDHEIM","5001","Norge","NO","2019-12-18","","false","","","996337286",""
"923679774","URSKOG FORT VENNEFORENING","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","www.urskogfort.net/","","","","","","","","Burholveien 2","BJØRKELANGEN","1940","AURSKOG-HØLAND","3226","Norge","NO","2019-10-24","","false","","","923232982",""
"926101870","SOGNDAL EIEMDOMSMEGLING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.310","Eiendomsmegling","","","","","","","true","6","","postboks 171","SOGNDAL","6856","SOGNDAL","4640","Norge","NO","Fjørevegen 10","SOGNDAL","6856","SOGNDAL","4640","Norge","NO","2020-12-05","","false","2021-01-01","","926060740",""
"932108585","NÅSVASSDRAGET FORVALTNINGSLAG SA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.700","Jakt, viltstell og tjenester tilknyttet jakt og viltstell","","","","","","","false","","","","","","","","","","c/o Audun Dyrhaug/nDyrhaugvegen 241","EIDE","6490","HUSTADVIKA","1579","Norge","NO","2023-09-21","","false","2023-08-15","","926060740",""
"991822852","BORGHEIM BO- OG SERVICESENTER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","87.302","Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell hele døgnet","","","","","","","true","25","","c/o Færder kommune/nPostboks 250","NØTTERØY","3163","FÆRDER","3911","Norge","NO","Klokkerveien 4","NØTTERØY","3140","FÆRDER","3911","Norge","NO","2007-10-13","","false","2007-10-01","","926060740",""
"926796240","BK SERVICETJENESTER AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","62.020","Konsulentvirksomhet tilknyttet informasjonsteknologi","","","","","","","false","","","Rubina Ranas gate 1","OSLO","0190","OSLO","0301","Norge","NO","Ødegårds vei 13","LØRENSKOG","1470","LØRENSKOG","3222","Norge","NO","2021-03-16","","false","2021-03-03","","926782568",""
"927265257","SIRIANNE GUNDERSEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","96.090","Personlig tjenesteyting ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Briskebyveien 72B","OSLO","0259","OSLO","0301","Norge","NO","2021-06-14","","false","2021-04-21","","927097095",""
"923709657","GALAXELAN","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","c/o Andre Jensen/nSkjelbekkåsen 19","SKIEN","3720","SKIEN","4003","Norge","NO","Eikåsvegen 10","SKIEN","3731","SKIEN","4003","Norge","NO","2019-10-29","","false","","","923606629",""
"931406760","MHAR AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Lillestrømveien 1307","FLATEBY","1911","ENEBAKK","3220","Norge","NO","2023-05-13","","false","2023-05-01","","931404350",""
"921051395","ANDREAS AALBY","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","85.510","Undervisning innen idrett og rekreasjon","","","","","","","false","","","","","","","","","","Gaustadveien 17A","OSLO","0372","OSLO","0301","Norge","NO","2018-06-23","","false","2018-04-15","","920942482",""
"978569528","ASBJØRN LUNSÆTER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.410","Melkeproduksjon på storfe","","","","","","","false","","","","","","","","","","Kvikneveien 1391","TYNSET","2500","TYNSET","3427","Norge","NO","1997-07-14","","false","1970-06-08","1998-01-01","979572484",""
